Year,Season,Genotype_ID,Genotype_ID_C,Treatment,Plant_ID,Date,Length_of_Leaf_4_mm,Length_of_Leaf_5_mm,Length_of_Leaf_5_cm,Origin_Grouped_by_Region,Origin_Single,Origin_Grouped_by_Climate,Genetic_Origin,Length_of_Lean_4_cm
2023,SUMMER,CML333,CML333,Control,76,2023-06-15,320,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,76,2023-06-16,384,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,76,2023-06-17,421,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,76,2023-06-18,440,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,76,2023-06-19,438,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,76,2023-06-20,445,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-12,69,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-13,112,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-14,151,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-15,210,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-16,262,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-17,300,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-18,347,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-19,373,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-20,388,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-21,394,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,77,2023-06-22,393,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-11,66,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-12,104,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-13,138,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-14,185,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-15,231,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-16,284,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-17,322,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-18,342,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-19,346,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,78,2023-06-20,357,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-11,95,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-12,141,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-13,196,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-14,255,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-15,303,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-16,369,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-17,401,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-18,415,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-19,420,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,79,2023-06-20,432,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-12,57,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-13,97,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-14,138,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-15,210,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-16,222,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-17,263,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-18,301,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-19,312,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-20,320,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Control,80,2023-06-21,322,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-12,58,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-13,101,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-14,143,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-15,197,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-16,245,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-17,297,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-18,338,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-19,357,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-20,368,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-21,361,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-22,373,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,21,2023-06-23,369,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-12,71,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-13,117,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-14,165,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-15,220,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-16,275,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-17,322,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-18,355,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-19,371,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-20,383,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-21,391,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-22,388,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,22,2023-06-23,386,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-13,75,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-14,113,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-15,155,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-16,201,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-17,245,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-18,289,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-19,324,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-20,335,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-21,343,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-22,345,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,23,2023-06-23,343,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-13,69,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-14,112,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-15,156,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-16,199,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-17,240,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-18,286,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-19,335,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-20,356,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-21,365,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-22,373,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,24,2023-06-23,372,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-13,108,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-14,156,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-15,213,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-16,270,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-17,317,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-18,362,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-19,388,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-20,400,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-21,405,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-22,406,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,25,2023-06-23,398,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-12,75,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-13,113,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-14,164,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-15,215,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-16,270,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-17,315,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-18,350,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-19,373,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-20,379,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-21,382,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-22,387,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,26,2023-06-23,380,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-13,127,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-14,175,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-15,231,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-16,287,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-17,332,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-18,367,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-19,387,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-20,395,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-21,398,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-22,405,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,27,2023-06-23,400,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-12,76,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-13,117,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-14,159,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-15,211,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-16,260,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-17,307,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-18,337,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-19,352,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-20,356,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-21,350,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-22,361,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,28,2023-06-23,359,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-12,76,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-13,120,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-14,163,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-15,216,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-16,269,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-17,310,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-18,343,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-19,365,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-20,374,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-21,370,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-22,382,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,29,2023-06-23,383,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-12,70,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-13,110,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-14,153,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-15,208,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-16,257,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-17,304,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-18,339,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-19,362,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-20,369,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-21,368,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-22,375,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,30,2023-06-23,377,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-12,70,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-13,106,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-14,152,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-15,204,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-16,257,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-17,306,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-18,345,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-19,367,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-20,383,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-21,385,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-22,387,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,31,2023-06-23,382,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-11,40,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-12,80,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-13,124,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-14,165,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-15,221,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-16,262,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-17,313,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-18,336,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-19,355,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-20,370,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-21,367,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-22,369,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,32,2023-06-23,365,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-12,90,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-13,0,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-14,133,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-15,186,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-16,242,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-17,290,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-18,335,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-19,370,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-20,384,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-21,387,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-22,390,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,33,2023-06-23,387,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-12,78,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-13,118,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-14,167,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-15,219,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-16,275,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-17,322,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-18,353,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-19,372,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-20,379,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-21,381,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-22,386,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,34,2023-06-23,380,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,35,2023-06-12,65,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,35,2023-06-13,104,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,35,2023-06-14,151,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,35,2023-06-15,204,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
2023,SUMMER,CML333,CML333,Drought,35,2023-06-16,252,NA,NA,MEXICO,MEXICO,TROPICAL,SubTropical,
